ValidName,Synonyms
Junonia evarete huacapistana,"Precis funebris, Junonia huacapistana"
Junonia evarete lima,Junonia lima
Junonia evarete michaelisi,"Junonia michaelesi, Junonia michaelisi"
Junonia evarete nigrosuffusa,"Junonia melanina, Junonia nigrosuffusa"
Junonia evarete occidentalis,"Junonia negra, Junonia occidentalis"
Junonia evarete oscura,"Junonia nigralis, Junonia oscura"
Junonia evarete,"Papilio cortes, Papilio lavinia, Papilio evarete, Junonia arenosa"
Junonia genoveva constricta,Junonia constricta
Junonia genoveva hilaris,"Junonia hilaris, Junonia oriana"
Junonia genoveva incarnata,Junonia incarnata
Junonia genoveva infuscata,"Junonia infuscata, Junonia basifusca"
Junonia genoveva vivida,Junonia vivida
Junonia genoveva,Papilio genoveva
Junonia goudotii,"Vanessa goudotii, Junonia goudoti"
Junonia gregorii,Junonia gregori
Junonia hadrope,Junonia ixia
Junonia hedonia admiralitatis,Precis admiralitatis
Junonia hedonia apollonia,Precis apollonia
Junonia hedonia dayak,Precis dayak
Junonia hedonia enganica,Junonia enganica
Junonia hedonia hellanis,Precis hellanis
Junonia hedonia hondai,Precis hondai
Junonia hedonia ida,"Vanessa idamene, Precis iwasakii, Precis wegeneri, Aresta idalia, Papilio ida, Precis pseudiphita, Apatura tragia"
Junonia hedonia intermedia,"Precis intermedia, Precis permagna"
Junonia hedonia kangeana,Precis kangeana
Junonia hedonia murdeka,Junonia murdeka
Junonia hedonia numana,Precis numana
Junonia hedonia putih,Junonia putih
Junonia hedonia seitzi,Precis seitzi
Junonia hedonia teurnia,Precis teurnia
Junonia hedonia thero,Precis thero
Junonia hedonia zelima,"Papilio zelima, Precis palauensis, Precis parvipuncta"
Junonia hedonia,Papilio hedonia
Junonia hierta cebrene,"Junonia aeolus, Junonia conjuncta, Precis demaculata, Junonia cebrene, Precis sudanica"
Junonia hierta kalpaensis,"Junonia kaloaensis, Junonia kalpaensis"
Junonia hierta paris,Junonia paris
Junonia hierta,"Papilio lintingensis, Papilio hierta, Junonia magna, Precis hierta"
Junonia iphita adelaida,Precis adelaida
Junonia iphita cebara,Precis cebara
Junonia iphita horsfieldii,Junonia horsfieldii
Junonia iphita pluviatilis,Precis pluviatilis
Junonia iphita tosca,Precis tosca
Junonia iphita vioralia,Junonia vioralia
Junonia iphita viridis,"Precis neglecta, Precis viridis"
Junonia iphita,"Precis hopfferi, Papilio iphita, Precis siccata, Precis gynaiensis, Precis pullus, Precis iphita"
Junonia lemonias aenaria,Precis aenaria
Junonia lemonias janome,Junonia janome
Junonia lemonias,"Papilio lemonias, Papilio aonis, Precis persicaria, Precis vaisya, Junonia nirei, Precis lemonias"
Junonia litoralis,
Junonia natalica angolensis,"Precis schmidti, Precis angolensis"
Junonia natalica,"Precis natalensis, Junonia hecate, Precis natalica"
Junonia neildi,
Junonia oenone epiclelia,Vanessa epiclelia
Junonia oenone,"Papilio oenone, Precis bipupillata, Precis posterior, Precis subbipupillata, Precis subtriocellata, Precis subvirilis, Precis virilis, Precis caeruleffugiens, Papilio clelia, Precis subepiclelia, Precis triocellata, Precis viridata, Precis vosseleriana"
Junonia orithya albicincta,Junonia albicincta
Junonia orithya baweana,Junonia baweana
Junonia orithya celebensis,Junonia celebensis
Junonia orithya eutychia,Precis eutychia
Junonia orithya here,"Junonia here, Junonia cheesmani"
Junonia orithya kontinentalis,Junonia kontinentalis
Junonia orithya kuehni,Iunonia kuehni
Junonia orithya leucasia,Precis leucasia
Junonia orithya madagascarensis,Precis flava
Junonia orithya madagascariensis,"Junonia boopis, Precis adamauana, Junonia madagascariensis, Precis punctella"
Junonia orithya metion,Junonia metion
Junonia orithya mevaria,Iunonia mevaria
Junonia orithya minagara,Iunonia minagara
Junonia orithya neopommerana,Junonia neopommerana
Junonia orithya novaeguineae,Junonia novaeguineae
Junonia orithya ocyale,"Precis hainanensis, Junonia swinhoei, Precis phycites, Junonia alleni, Junonia ocyale"
Junonia orithya orthosia,
Junonia orithya palea,Precis palea
Junonia orithya patenas,Precis patenas
Junonia orithya saleyra,Precis saleyra
Junonia orithya wallacei,"Junonia wallacei, Junonia sumatrana"
Junonia orithya,"Cynthia antirrhini, Papilio orithya, Junonia leechi, Precis marcella, Junonia minusculus, Vanessa royeri, Junonia orbitola, Precis jacouleti, Junonia isocratia, Precis orithya  , Junonia booepis"
Junonia rhadama,"Vanessa rhadama, Precis arida"
Junonia schmiedeli,Precis schmiedeli
Junonia sophia infracta,"Precis leucotincta, Precis nigeria, Precis albida, Junonia infracta"
Junonia sophia,Precis ferenigra
Junonia strandi,Salamis strandi
Junonia stygia,"Precis stygia, Precis fuscata, Precis alberici"
Junonia terea elgiva,Junonia elgiva
Junonia terea fumata,"Precis januarii, Precis fumata"
Junonia terea tereoides,"Precis gomensis, Precis tereoides"
Junonia terea,"Junonia zipha, Papilio terea, Precis terea"
Junonia timorensis cibota,Precis cibota
Junonia timorensis kucil,Junonia kucil
Junonia timorensis,Junonia valesca
Junonia touhilimasa,Junonia pavonina
Junonia vestina livia,Junonia livia
Junonia vestina,
Junonia villida chagoensis,Precis chagoensis
Junonia villida,"Precis surabajana, Junonia samoensis, Cynthia hampstediensis, Papilio hampstediensis, Precis phylace, Precis procax, Vanessa calybe, Precis ketoepatana, Precis papoeana, Precis soerabajana, Precis taitica, Junonia astrolabiensis, Junonia bismarckiana, Papilio villida, Precis longfieldae"
Junonia wahlbergi,
Junonia westermanni splendens,Precis splendens
Junonia westermanni suffusa,"Junonia nigricans, Junonia nucleata, Precis suffusa, Junonia pallida, Precis jordani"
Junonia westermanni,"Junonia lugens, Precis westermanni"
Junonia zonalis swifti,Junonia swifti
Junonia zonalis,Junonia pallens
Jupitellia charon,Jupiteria charon
Kallima alicia kishii,Kallima kishii
Kallima alicia shizuyai,Kallima shizuyai
Kallima alicia,
Kallima horsfieldii,"Paphia horsfieldii, Kallima doubledayi, Kallima wardi, Kallima alompra, Amathusia philarchus, Kallima mackwoodi"
Kallima inachus albofasciata,Kallima albofasciata
Kallima inachus alboinachus,"Kallima alboinachus, Kallima continentalis"
Kallima inachus chinensis,Kallima chinensis
Kallima inachus eucerca,"Kallima eucerca, Kallima acerifolia"
Kallima inachus formosana,Kallima formosana
Kallima inachus huegelii,Paphia huegelii
Kallima inachus siamensis,Kallima siamensis
Kallima inachus,"Kallima atkinsoni, Kallima boisduvali, Kallima buckleyi, Kallima huttoni, Paphia inachus, Kallima ramsayi, Kallima foliacea, Kallima marmorata, Kallima siccifolia, Kallima uredinophora"
Kallima knyvettii,
Kallima limborgii amplirufa,Kallima amplirufa
Kallima limborgii borneensis,Kallima borneensis
Kallima limborgii buxtoni,"Kallima trebonia, Kallima buxtoni"
Kallima limborgii incognita,Kallima incognita
Kallima limborgii,
Kallima paralekta baliensis,Kallima baliensis
Kallima paralekta,"Kallima hewitsoni, Kallima nubilosa, Kallima caeca, Paphia paralekta"
Kallima spiridiva,Kallima spiridion
Kallimoides rumia jadyae,Kallima jadyae
Kallimoides rumia rattrayi,Kallima rattrayi
Kallimoides rumia,"Kallima kassaiensis, Kallima rumia, Kallima amiru"
Kanetisa digna pallas,Karanasa pallas
Kanetisa digna perdigna,Kanetisa perdigna
Kanetisa digna zarathustra,Satyrus zarathustra
Kanetisa digna,Hipparchia digna
Kanetisa kotzschi,Satyrus kotzschi
Kaniska canace battakana,Vanessa battakana
Kaniska canace benguetana,Vanessa benguetana
Kaniska canace drilon,Vanessa drilon
Kaniska canace haronica,Vanessa haronica
Kaniska canace ishima,"Vanessa siphnos, Vanessa ishima"
Kaniska canace javanica,Vanessa javanica
Kaniska canace maniliana,Vanessa maniliana
Kaniska canace muscosa,Kaniska muscosa
Kaniska canace nojaponicum,"Papilio nojaponicum, Vanessa mandarina, Vanessa hiemalis, Vanessa glauconia, Vanessa charonides"
Kaniska canace oplentia,Kaniska oplentia
Kaniska canace oreas,Kaniska oreas
Kaniska canace perakana,Vanessa perakana
Kaniska canace,"Papilio canace, Papilio kollina, Papilio charonia, Vanessa viridis, Vanessa himalaya, Nymphalis canace  , Polygonia canace  , Vanessa canace"
Karanasa abramovi kasakstana,Satyrus kasakstana
Karanasa abramovi naryna,Karanasa naryna
Karanasa abramovi regulus,"Eumenis minutianus, Karanasa lactaea, Satyrus regulus"
Karanasa abramovi striata,Karanasa striata
Karanasa abramovi,"Satyrus ershovi, Satyrus abramovi"
Karanasa alpherakyi kafir,Karanasa kafir
Karanasa alpherakyi titan,Karanasa titan
Karanasa alpherakyi transitoria,Karanasa transitoria
Karanasa alpherakyi twomeyi,Karanasa twomeyi
Karanasa alpherakyi,Satyrus alpherakyi
Karanasa astorica balti,"Karanasa balti, Karanasa leechii"
Karanasa astorica expressa,Karanasa expressa
Karanasa astorica pallida,Karanasa pallida
Karanasa astorica,
Karanasa boloricus chitralica,Karanasa chitralica
Karanasa boloricus hodja,Karanasa hodja
Karanasa boloricus,Satyrus boloricus
Karanasa cadesia,Hipparchia cadesia
Karanasa decolorata grumi,Karanasa grumi
Karanasa decolorata mushketovi,"Karanasa mushketovi, Karanasa roborovskyi"
Karanasa decolorata,Satyrus decolorata
Karanasa dissoluta,Satyrus dissoluta
Karanasa eburnea,
Karanasa goergneri,
Karanasa hoffmanni,Satyrus hoffmanni
Karanasa huebneri aulieatana,Satyrus aulieatana
Karanasa huebneri,"Satyrus huebneri, Satyrus hubneri  , Karanasa hubneri"
Karanasa incerta,
Karanasa inopinata,
Karanasa josephi darwasica,Karanasa darwasica
Karanasa josephi hissariensis,Karanasa hissariensis
Karanasa josephi jakobsoni,Karanasa jakobsoni
Karanasa josephi oshanini,Karanasa oshanini
Karanasa josephi,Satyrus josephi
Karanasa kirgizorum,Karanasa kirgisorum
Karanasa latefasciata obscurior,Karanasa obscurior
Karanasa latefasciata occidentalis,Karanasa occidentalis
Karanasa latefasciata,
Karanasa leechi alitchura,"Karanasa alitchura, Satyrus fumigatus"
Karanasa leechi centralis,Karanasa centralis
Karanasa leechi erubescens,Karanasa erubescens
Karanasa leechi gregorii,Karanasa gregorii
Karanasa leechi hunza,Karanasa hunza
Karanasa leechi intermedius,Satyrus intermedius
Karanasa leechi mihmana,Karanasa mihmana
Karanasa leechi mustagata,Karanasa mustagata
Karanasa leechi,Satyrus leechi
Karanasa maureri fusca,Karanasa fusca
Karanasa maureri iskander,"Karanasa maidana, Karanasa ansobica, Karanasa iskander"
Karanasa maureri matcha,Karanasa matcha
Karanasa maureri,
Karanasa modesta baltorensis,Karanasa baltorensis
Karanasa modesta gemina,Karanasa gemina
Karanasa modesta,
Karanasa mohsenii,
Karanasa moorei dubia,Karanasa dubia
Karanasa moorei gilgitica,Karanasa gilgitica
Karanasa moorei haarlovi,Karanasa haarlovi
Karanasa moorei lucida,Karanasa lucida
Karanasa moorei wyatti,Karanasa wyatti
Karanasa moorei,Satyrus moorei
Karanasa pamirus disjuncta,Karanasa disjuncta
Karanasa pamirus haslundi,Karanasa haslundi
Karanasa pamirus holbecki,Karanasa holbecki
Karanasa pamirus kotandari,Karanasa kotandari
Karanasa pamirus ornata,Karanasa ornata
Karanasa pamirus,Satyrus pamirus
Karanasa praestans kasak,Karanasa kasak
Karanasa praestans,
Karanasa pupilata,
Karanasa regeli aksuensis,Karanasa aksuensis
Karanasa regeli korlana,Satyrus korlana
Karanasa regeli ruckbeili,Karanasa ruckbeili
Karanasa regeli,"Satyrus regeli, Pseudochazara regeli"
Karanasa rohtanga,
Karanasa safeda,
Karanasa straminea,
Karanasa talastauana angrena,Karanasa angrena
Karanasa talastauana arasana,Karanasa arasana
Karanasa talastauana,Satyrus talastauana
Karanasa tancrei puengeleri,Satyrus puengeleri
Karanasa tancrei,"Satyrus conradti, Satyrus tancrei, Karanasa arpensis, Karanasa turugensis"
Karanasa voigti nigrocellata,Karanasa nigrocellata
Karanasa voigti,Satyrus voigti
Karanasa wilkinsi dublitzkyi,Satyrus dublitzkyi
Karanasa wilkinsi durana,Karanasa durana
Karanasa wilkinsi robusta,Karanasa robusta
Karanasa wilkinsi,Satyrus wilkinsi
Kirinia climene lecerfi,"Pararge alticola, Kirinia lecerfi"
Kirinia climene roxandra,"Pararga caucasica, Pararga roxandra, Satyrus roxandra"
Kirinia climene valentinae,"Pararge valentinae, Pararge tkatshukovi"
Kirinia climene,"Papilio climene, Papilio boraeas, Epinephele synclimene"
Kirinia epimenides,"Lasiommata epimenides, Lethe atratus"
Kirinia eversmanni cashmirensis,Pararge cashmirensis
Kirinia eversmanni shiva,Pararge shiva
Kirinia eversmanni unicolor,Pararge unicolor
Kirinia eversmanni,"Marginarge evdokimovi, Hipparchia eversmanni, Pararge lugens"
Kirinia fentoni,"Neope fentoni, Pararge epaminondas, Lethe epaminondas"
Kirinia roxelana,"Dira roxelane, Papilio roxelana"
Kirontisa telchinia xamneuaensis,Cynitia xamneuaensis
Kirontisa telchinia,"Adolias telchinia, Adolias aphidas"
Kirontisa whiteheadi esmeralda,Cynitia esmeralda
Kirontisa whiteheadi fuzhouensis,Euthalia fuzhouensis
Kirontisa whiteheadi,"Euthalia fuscomarginata, Euthalia niepelti"
Kumothales inexpectata,
Lachnoptera anticlia,"Lachnoptera androchroma, Lachnoptera pallens, Harma hecataea, Lachnoptera afzelii, Issoria anticlia, Harma hecatea"
Lachnoptera ayresii,Lachnoptera abbottii
Lamasia lyncides amarapta,Limenitis amarapta
Lamasia lyncides eutaenia,Limenitis eutaenia
Lamasia lyncides notus,Lamasia notus
Lamasia lyncides togiana,Lamasia togiana
Lamasia lyncides,Limenitis lyncides
Lamprolenis nitida,Lamprolenis albifascia
Laparus doris dives,"Heliconia dives, Heliconius viridana, Heliconius alberato, Heliconius azurea, Heliconius fascinator, Heliconius suavior"
Laparus doris obscurus,"Heliconius obscurus, Heliconius aristomache"
Laparus doris viridis,"Heliconius transiens, Heliconius luminosus, Heliconius eratonius, Heliconius viridis"
Laparus doris,"Nereis delila, Heliconius albina, Heliconia dorimena, Heliconius metharmina, Heliconius dialis, Heliconius lemoulti, Heliconius gibbsi, Heliconius mars, Heliconius caeruleatus, Heliconius tecta, Crenis brylle, Migonitis crenis, Heliconius caerulea, Heliconius nigra, Heliconius doris"
Laringa castelnaui fruhstorferii,Eurytela fruhstorferii
Laringa castelnaui niha,Eurytela niha
Laringa castelnaui ochus,Eurytela ochus
Laringa castelnaui ottonis,Eurytela ottonis
Laringa castelnaui,"Ergolis telok, Eurytela castelnaui"
Laringa horsfieldii andamanensis,Eurytela andamanensis
Laringa horsfieldii glaucescens,Eurytela glaucescens
Laringa horsfieldii senta,Eurytela senta
Laringa horsfieldii velitra,Laringa velitra
Laringa horsfieldii,"Eurytela horsfieldii, Eurytela stephensii, Laringa horsfieldi"
Lasiommata adrastoides,Pararga adrastoides
Lasiommata ananda,
Lasiommata felix,Pararge felix
Lasiommata hindukushica,Pararge hindukushica
Lasiommata kasumi,
Lasiommata maderakal,Satyrus maderakal
Lasiommata maera,"Lasiommata nunezi, Pararge plesevicae, Pararge pljsevicae, Pararge pseudomaera, Pararge quadriocellata, Pararge unipupillata, Pararge orientalis, Pararge mezzaluna, Pararge obscura, Pararge jachontovi, Pararge strandi, Lasiommata hefengana, Lasiommata weiwuerica, Pararge crimaea, Pararge silymbria, Pararge huenei, Pararge monotonia, Pararge nana, Pararge punctata, Pararge albina, Pararge alberti, Pararge bipupilla, Pararge sexoculata, Pararge abastumana, Pararge biocellata, Pararge extincta, Pararge occaecata, Papilio adrasta, Pararge ordona, Pararga maja, Pararge triops, Pararge schultzi, Pararge atabyris, Pararge hieratica, Pararge taurinensis, Pararge extralunulata, Pararge appennina, Pararge adrastaeformis, Satyrus anteappennina, Satyrus orientalpina, Satyrus parvorientalpina, Satyrus postherdonia, Satyrus postleucocinia, Satyrus postorientalpina, Satyrus postsilymbria, Satyrus postsuperlata, Satyrus superlata, Pararge fulvappennina, Pararge herdoniaepar, Pararge magnorientalpina, Pararge postaurinensis, Pararge postmacroleucocinia, Pararge praeappennina, Pararge vulgaris, Pararge sicula, Pararge polsensis, Lasiommata anteparvorientalis, Lasiommata castaneaparvorientalis, Lasiommata parvorientalis, Lasiommata postparvorientalis, Lasiommata telemarki, Pararge borealis, Pararge finmarchica, Pararge simplex, Pararge tristicolor, Pararge tetrops, Pararge retyezatica, Satyrus hyglaea, Pararge hieroides, Pararge pallescens, Pararge juliana, Pararge pannonica, Pararge nevadensis, Papilio satyrus, Pararga monotonia, Pararge triocellata, Pararge intermedia, Papilio maera, Pararge trinoculata, Lasiommata macroleucocinia, Pararge leucocinia, Pararge herdonia, Pararge hoffmanni, Lasiommata anteorientalis, Parage orientalis, Pararge montana, Pararge mediocontracta, Pararge postherdoniaepar, Pararge postprotohiera, Pararge protohiera, Pararge armeniaca, Pararge gracilis, Pararge karsiana"
Lasiommata maeroides,
Lasiommata maerula tarbena,Pararge tarbena
Lasiommata maerula,Lasiommata laurion
Lasiommata majuscula bodhi,Lasiommata bodhi
Lasiommata majuscula,Amecera majuscula
Lasiommata meadewaldoi,"Pararge meadewaldoi, Pararge alluaudi"
Lasiommata megera australis,
Lasiommata megera megaerina,"Pararge iranica, Pararge transcaspica, Pararge emilyssa, Pararga megaerina"
Lasiommata megera usticae,Lasiommata usticae
Lasiommata megera,"Pararge albarufa, Pararge depulverata, Pararge apiciocellata, Pararge reducta, Papilio megera, Pararge posteropluriocellata, Pararge albescens, Pararge dentata, Pararge transfuscata, Pararge minor, Pararge pallida, Papilio lyssa, Pararge hermini, Satyrus lyssa, Pararge excessa, Pararge glabrata, Pararge albipuncta, Pararge flavescens, Pararge xanthos, Pararge triopes, Pararge ocellatior, Satyrus incanescens, Pararge furialis, Pararge vigens, Parage mediolugens, Pararge operta, Pararge inocellata, Pararge bradanfelda, Pararge goodsoni, Satyrus bipupilla, Pararge fascia, Pararge totenigrocellata, Pararge impupillata, Pararge tigeliiformis, Pararge porrecta, Pararge praeaustralis, Pararge grandescens, Pararge infracanens, Pararge infratersa, Pararge paeninsulitalica, Pararge tigellyssa, Pararge fania, Pararge filiplumemilyssa, Pararge magnocellata, Pararge croesus, Pararge tigeliclara, Pararge vividior, Pararge aestiva, Pararge festai, Pararge infrapallens, Lasiommata latimargo, Lasiommata limbojuncta, Pararge addenda, Lasiommata anticrassipuncta, Lasiommata elongata, Lasiommata nongeminata, Lasiommata parvocellata, Lasiommata postannulata, Lasiommata postdisconulla, Lasiommata postreducta, Pararge filipluma, Pararge melania, Pararge depuncta, Pararge parvopunctata, Pararge caledonia, Lassiommata labeslurida, Pararge castaneopicta, Pararge pallidepulverata, Pararge vividissima, Pararge pseudoadrasta, Pararge luteafilipluma, Pararge luteavividior, Pararge luteavividissima, Pararge bicubitocellata, Pararge apicenuda, Pararge decorata"
